"인허가번호","시도","시군구","법정동","대지구분","번","지","허가구분","허가번호","허가일","관리기관","건축구분","대지위치","지목","대지면적___","건축면적___","건폐율___","연면적___","용적률산전용면적___","용적률___","건축물명칭","주용도","주건축물수","부속건축물수","주차장_자주식_옥내_대_","주차장_자주식_옥외_대_","주차장_자주식_인근_대_","주차장_기계식_옥내_대_","주차장_기계식_옥외_대_","주차장_기계식_인근_대_","주차장_면제_대_","착공구분","착공예정일","착공처리일","사용승인구분","사용승인일","동명칭","주용도_동_","대표용도_동_","세대수_동_","호수_동_","가구수_동_","주구조_동_","기타구조_동_","지붕구조_동_","건축면적_동____","연면적_동____","용적률산정용면적_동____","지하층수_동_","지상층수_동_","높이_m_","승용승강기수_동_","비상용승강기수_동_","건축주상호명","시공자_상호명","시공자_등록번호","설계자_사무소명","설계자_등록번호","감리자_사무소명","감리자_등록번호"
"26260-100076694","부산광역시","동래구","온천동","대지","0436","0013","신축신고","2020-건축과-신축신고-4","20200707","부산시동래구","신축",,"대",240.66,17.1,7.11,17.1,17.1,7.11,"온천동 436-13 제2종근린생활시설","제2종근린생활시설",5,0,,,,,,,,"착공","20200709","20200709","사용승인","20200729","주건축물제3동","제2종근린생활시설","일반음식점",0,0,0,"일반목구조",,"기타지붕",3.42,3.42,3.42,0,1,3.2,"0","0",,,"2618800729","미담 건축사사무소",,,
"26260-100076694","부산광역시","동래구","온천동","대지","0436","0013","신축신고","2020-건축과-신축신고-4","20200707","부산시동래구","신축",,"대",240.66,17.1,7.11,17.1,17.1,7.11,"온천동 436-13 제2종근린생활시설","제2종근린생활시설",5,0,,,,,,,,"착공","20200709","20200709","사용승인","20200729","주건축물제4동","제2종근린생활시설","일반음식점",0,0,0,"일반목구조",,"기타지붕",3.42,3.42,3.42,0,1,3.2,"0","0",,,"2618800729","미담 건축사사무소",,,
"26260-100076694","부산광역시","동래구","온천동","대지","0436","0013","신축신고","2020-건축과-신축신고-4","20200707","부산시동래구","신축",,"대",240.66,17.1,7.11,17.1,17.1,7.11,"온천동 436-13 제2종근린생활시설","제2종근린생활시설",5,0,,,,,,,,"착공","20200709","20200709","사용승인","20200729","주건축물제5동","제2종근린생활시설","일반음식점",0,0,0,"일반목구조",,"기타지붕",3.42,3.42,3.42,0,1,3.2,"0","0",,,"2618800729","미담 건축사사무소",,,
"26260-100076734","부산광역시","동래구","명장동","대지","0029","0048","신축허가","2020-건축과-신축허가-63","20200710","부산시동래구","신축","부산광역시 동래구 반송로255번길 13 (명장동)","대",160,95.76,59.85,402.02,402.02,251.26,"명장동 29-48 공동주택 (정두조)","공동주택",1,0,0,5,0,0,0,0,0,"착공","20200723","20200723",,,"주건축물제1동","공동주택","다세대주택",8,0,0,"철근콘크리트구조",,"(철근)콘크리트",95.76,402.02,402.02,0,5,15.75,"1","0",,"예림종합건설(주)","6178135984","토탈건축 건축사사무소","6180225747","인진건축사사무소","3954400260"
"26260-100076754","부산광역시","동래구","수안동","대지","0001","0025","증축신고","2020-건축과-증축신고-13","20200713","부산시동래구","증축","부산광역시 동래구 충렬대로 218 (수안동)","대",1213,359.8,29.66,691.35,645.45,53.21,,"제2종근린생활시설",1,4,0,24,0,0,0,0,0,"착공","20200714","20200715","사용승인","20200722","부속건축물제5동","제2종근린생활시설","기타제2종근린생활시설",0,0,0,"경량철골구조","샌드위치판넬","기타지붕",17.11,17.11,17.11,0,1,3,"0","0",,,,"토브 건축사사무소","6173649469",,
"26260-100076774","부산광역시","동래구","온천동","대지","0180","0033","대수선허가","2020-건축과-대수선허가-4","20200714","부산시동래구","대수선","부산광역시 동래구 중앙대로1473번길 12 (온천동)","대",513,220.66,43.0136,220.66,220.66,43.0136,,"제1종근린생활시설",1,0,0,2,0,0,0,0,0,"착공","20200717","20200717","사용승인","20200727",,"제1종근린생활시설","소매점",0,0,0,"일반철골구조","일반철골구조","기타지붕",-6.3,-170.05,-170.05,0,1,6.2,"0","0",,,"4018801059","건축사사무소 부강21","3424600479","건축사사무소 부강21","3424600479"
"26290-100054046","부산광역시","남구","용호동","대지","0041","0025","신축허가","2018-건축과-신축허가-94","20181221","부산시남구","신축","부산광역시 남구 동명로101번다길 6 (용호동)","대",356.4,178.04,49.95,487.46,487.46,136.77,"LH 공공리모델링 임대사업 (용호동 41-25,28)","단독주택",1,0,6,0,0,0,0,6,0,"착공","20200518","20200602",,,"LH 공공리모델링 임대사업 (용호동 41-25)","단독주택","다가구주택",0,0,19,"철근콘크리트구조",,"(철근)콘크리트",178.04,487.46,487.46,0,4,11.95,"0","0",,"지엘건설(주)","2148852901","건축사사무소 가전건축","6171286298","건축사사무소 가전건축","6171286298"
"26290-100059506","부산광역시","남구","대연동","대지","1482","0005","신축허가","2019-건축과-신축허가-68","20191219","부산시남구","신축",,"대",328.9,194.76,59.22,472.88,472.88,143.78,"대연동 1482-5 단독주택 (한국토지주택공사)","단독주택",1,0,6,0,0,0,0,6,0,"착공","20200618","20200622",,,"주건축물제1동","단독주택","다가구주택",0,0,19,"철근콘크리트구조",,"(철근)콘크리트",194.76,472.88,472.88,0,4,11.9,"0","0",,"(주)경도종합건설","6078146354","(주)타오종합건축사사무소","6218169163","주식회사 디오티건축사사무소","2258701803"
"26290-100059507","부산광역시","남구","대연동","대지","1480","0016","신축허가","2019-건축과-신축허가-69","20191219","부산시남구","신축",,"대",263.65,152.28,57.76,454.605,454.605,172.43,"대연동 1480-16 단독주택 (한국토지주택공사)","단독주택",1,0,5,0,0,0,0,5,0,"착공","20200618","20200622",,,"주건축물제1동","단독주택","다가구주택",0,0,18,"철근콘크리트구조",,"(철근)콘크리트",152.28,454.605,454.605,0,4,11.9,"0","0",,"(주)경도종합건설","6078146354","(주)타오 종합건축사사무소","6218169163","종합건축사사무소 손길","6070933678"
"26290-100059526","부산광역시","남구","대연동","대지","1203","0095","신축허가","2019-건축과-신축허가-70","20191220","부산시남구","신축",,"대",248.6,148.16,59.6,380.52,380.52,153.07,"대연동 1203-95 단독주택","단독주택",0,0,0,5,0,0,0,0,0,"착공","20200614","20200608",,,"주건축물제1동","단독주택","다가구주택",0,0,14,"철근콘크리트구조",,"(철근)콘크리트",148.16,380.52,380.52,0,4,11.355,"0","0",,"지엘건설(주)","2148852901","A.N종합건축사사무소","6070716170","(주)인건축사사무소","8068800065"
"26290-100059566","부산광역시","남구","문현동","대지","0539","0004","신축허가","2019-건축과-신축허가-71","20191223","부산시남구","신축","부산광역시 남구 전포대로110번길 6 (문현동)","대",308.3,217.7,70.61,3311.793,3011.923,976.95,"문현동 두레라움 오피스텔","업무시설",1,0,2,0,0,38,0,2,0,"착공","20200701","20200722",,,"주건축물제1동","업무시설","오피스텔",0,80,0,"철근콘크리트구조",,"(철근)콘크리트",217.7,3311.793,3011.923,1,19,59.19,"0","1",,"예서건설(주)","6038137270","주식회사 미래종합건축사사무소","6038189725","주식회사 미래종합건축사사무소","6038189725"
"26290-100060266","부산광역시","남구","대연동","대지","0030","0026","신축신고","2020-건축과-신축신고-2","20200131","부산시남구","신축",,"대",155.3,67.56,43.5,67.56,67.56,43.5,,"자동차관련시설",1,0,0,0,0,50,0,0,0,"착공","20200608","20200624",,,"주건축물제1동","자동차관련시설","주차장",0,0,0,"일반철골구조",,"기타지붕",67.56,67.56,67.56,0,12,49.62,"0","0",,"수영종합건설(주)","6178199300","예담종합건축사사무소","6120642483",,
"26290-100060647","부산광역시","남구","대연동","대지","0289","0023","신축허가","2020-건축과-신축허가-11","20200228","부산시남구","신축",,"대",326.3,169.4425,51.93,750.4714,711.9714,218.2,,"공동주택",1,0,0,3,0,10,0,0,0,"착공","20200608","20200610",,,"주건축물제1동","공동주택","다세대주택",18,7,0,"철근콘크리트구조",,"(철근)콘크리트",169.4425,750.4714,711.9714,0,7,24.6,"1","0",,"세영토건(주)","6178140056","제하건축사사무소","8141200095","이노종합건축사사무소","6071956613"
"26290-100060666","부산광역시","남구","대연동","대지","0029","0001","신축허가","2020-건축과-신축허가-12","20200302","부산시남구","신축",,"대",672,497.4,74.02,2514.855,2514.855,374.23,,"업무시설",1,0,10,0,0,0,0,10,0,"착공","20200709","20200722",,,"주건축물제1동","업무시설","사무소",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",497.4,2514.855,2514.855,0,6,27.7,"1","0",,"수영종합건설(주)","6178199300","예담종합건축사사무소","6120642483","예담종합건축사사무소","6120642483"
"26290-100060786","부산광역시","남구","대연동","대지","0327","0005","신축허가","2020-건축과-신축허가-14","20200310","부산시남구","신축","부산광역시 남구 수영로 260 (대연동)","대",1212,923.79,76.22,12138.08,11459.77,945.53,"대연동 327-5 공동주택 (백리산업개발(주))","공동주택",1,0,5,0,0,144,0,5,0,"착공","20200618","20200626",,,"주건축물제1동","공동주택","아파트",88,52,0,"철근콘크리트구조",,"(철근)콘크리트",923.79,12138.08,11459.77,1,20,69.9,"1","3",,"(주)남천종합건설","2408100228","도경건축사사무소","2771101129","(주)대방건축사사무소","6028154640"
"26290-100060867","부산광역시","남구","대연동","대지","0062","0010","신축허가","2020-건축과-신축허가-16","20200312","부산시남구","신축",,"대",241.2,192.68,79.88,2397.95,2189.16,907.61,"대연동 업무시설 및 근린생활시설 신축공사","업무시설",1,0,1,0,0,32,0,1,0,"착공","20200601","20200609",,,"주건축물제1동","업무시설","오피스텔",0,67,0,"철근콘크리트구조",,"(철근)콘크리트",192.68,2397.95,2189.16,1,15,49.95,"1","0",,"삼성토건(주)","6158119993","유승 건축사사무소","6170888891","대영건축사사무소","6061675561"
"26290-100061126","부산광역시","남구","문현동","대지","0054","0060","협의건축물","2020-건축과-협의건축물-1","20200325","부산시남구","신축","부산광역시 남구 진남로216번길 11-1 (문현동)","대",614.5,538.15,87.58,558.51,534.82,87.03,"문현동 공영주차장","자동차관련시설",1,0,,,,,,,,"착공","20200709","20200710",,,"주건축물제1동","자동차관련시설","주차장",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",538.51,558.51,534.82,1,1,7.6,"0","0",,"(주)엠알씨종합건설","6708800942","신세계건축사사무소","6051264554","신세계건축사사무소","6051264554"
"26290-100061966","부산광역시","남구","대연동","대지","0285","0013","신축허가","2020-건축과-신축허가-33","20200513","부산시남구","신축",,"대",218.2,130.54,59.83,194.93,194.93,89.34,,"단독주택",1,0,1,0,0,0,0,1,0,"착공","20200610","20200610",,,"주건축물제1동","단독주택","단독주택",0,0,1,"철근콘크리트구조",,"(철근)콘크리트",130.54,194.93,194.93,0,2,7.4,"0","0",,,,"(주)지산건축사사무소","6208154065","케이빔 건축사사무소","4112017053"
"26290-100062086","부산광역시","남구","대연동","대지","1536","0030","신축허가","2020-건축과-신축허가-35","20200521","부산시남구","신축","부산광역시 남구 못골로41번길 35-8 (대연동)","대",142,85.09,59.92,266.59,266.59,187.74,"대연동 00빌딩","제2종근린생활시설",0,0,0,2,0,0,0,0,0,"착공","20200603","20200604",,,"주건축물제1동","단독주택","단독주택",0,2,1,"철근콘크리트구조",,"(철근)콘크리트",85.09,266.59,266.59,0,4,11.9,"0","0",,"(주)고려엔지니어링종합건설","8068700393","(주)다인종합건축사사무소","6048132787","준건축사사무소","6063352037"
"26290-100062106","부산광역시","남구","대연동","대지","1764","0001","대수선허가","2020-건축과-대수선허가-3","20200526","부산시남구","대수선","부산광역시 남구 수영로 184 (대연동)","대",509.8,429.32,84.21,2090.9,1695.96,332.67,"대연동상가(박춘석외1인)","제1종근린생활시설",1,0,10,0,0,0,0,10,0,"착공","20200603","20200602","사용승인","20200622",,"제1종근린생활시설","소매점",0,0,0,"철근콘크리트구조","철근콘크리트조","(철근)콘크리트",0,0,0,1,4,15.8,"1","0",,,,"힐엔지니어링건축사사무소","6030332850","힐엔지니어링건축사사무소","6030332850"
"26290-100062126","부산광역시","남구","용호동","대지","0566","0020","증축허가","2020-건축과-증축허가-10","20200528","부산시남구","증축","부산광역시 남구 용호로269번길 14 (용호동)","공장용지",958.7,590.83,61.6282,1438.2096,1438.2096,150.0166,,"창고시설",1,0,0,4,0,0,0,0,0,"착공","20200612","20200616",,,,"창고시설","일반창고",0,0,0,"철근콘크리트구조","철근콘크리트구조","기타지붕",9.6,322.54,322.54,0,3,12.5,"0","0",,"세영토건(주)","6178140056","제하건축사사무소","8141200095","늘가람 건축사사무소","6210684599"
"26290-100062146","부산광역시","남구","대연동","대지","0734","0021","신축허가","2020-건축과-신축허가-36","20200528","부산시남구","신축",,"대",640,211.75,33.09,577.95,208.5,32.58,"대연동 734-21 제2종근린생활시설 ((주)유엔모터스대표자임태언)","제2종근린생활시설",1,0,4,0,0,0,0,4,0,"착공","20200617","20200617",,,"주건축물제1동","제2종근린생활시설","수리점",0,0,0,"일반철골구조",,"기타지붕",211.75,577.95,208.5,1,1,8.06,"0","0",,"해마루종합건설(주)","6128132828","하이브건축사사무소","6150775879","하이브건축사사무소","6150775879"
"26290-100062187","부산광역시","남구","대연동","대지","0383","0010","증축허가","2020-건축과-증축허가-11","20200529","부산시남구","증축","부산광역시 남구 수영로 271 (대연동)","대",162,129.55,79.97,390.56,390.56,241.09,,"제2종근린생활시설",1,0,0,0,0,0,2,0,0,"착공","20200508","20200611","사용승인","20200721","A동","제2종근린생활시설","사무소",0,0,0,"철근콘크리트구조","철근콘크리트구조","기타지붕",0,60.8,60.8,0,4,13.2,"0","0",,,,"일문 건축사사무소",,"건축사사무소 세계",
"26290-100062366","부산광역시","남구","대연동","대지","1464","0024","신축허가","2020-건축과-신축허가-39","20200612","부산시남구","신축",,"대",367,210,57.22,873.14,805.73,219.55,"대연동 공동주택 및 업무시설 신축공사","공동주택",1,0,3,0,0,14,0,3,0,"착공","20200625","20200624",,,"주건축물제1동","공동주택","다세대주택",28,6,0,"철근콘크리트구조",,"(철근)콘크리트",210,873.14,805.73,0,6,18.9,"1","0",,"(주)금오종합건설","6178137186","유승 건축사사무소","6170888891","팀종합건축사사무소","6040234285"
"26290-100062406","부산광역시","남구","대연동","대지","0961","0016","신축허가","2020-건축과-신축허가-41","20200618","부산시남구","신축","부산광역시 남구 유엔평화로70번길 15 (대연동)","대",417.5,248.55,59.53,658.432,658.432,157.71,"대연동 961-16 공동주택","공동주택",1,0,4,8,0,0,0,4,0,"착공","20200717","20200714",,,"주건축물제1동","공동주택","다세대주택",11,0,0,"철근콘크리트구조",,"(철근)콘크리트",248.55,658.432,658.432,0,5,15.6,"1","0",,"(주)지앤종합건설","6178157222","건축사사무소 원탑","6210527704","비엠씨(BMC)엔지니어링 건축사사무소","6172457802"
"26290-100062426","부산광역시","남구","대연동","대지","0867","0026","신축허가","2020-건축과-신축허가-42","20200623","부산시남구","신축","부산광역시 남구 유엔로 173 (대연동)","대",222.5,133.125,59.83,250.955,250.955,112.79,,"제2종근린생활시설",1,0,2,0,0,0,0,2,0,"착공","20200630","20200701",,,"주건축물제1동","제2종근린생활시설","일반음식점",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",133.125,250.955,250.955,0,3,11.6,"1","0",,"주식회사 지앤종합건설","6178157222","주식회사 디딤엔지니어링건축사사무소","6178609157","드림원건축사사무소","6070678918"
"26290-100062566","부산광역시","남구","용당동","대지","0136","0001","공용건축물","2020-건축과-공용건축물-6","20200706","부산시남구","가설건축물축조허가","부산광역시 남구 신선로 323 (용당동)","대",13988,8.64,0.062,8.64,8.64,0.062,"용당동 136-1 가설건축물 (간이화장실)","가설건축물",1,0,,,,,,,,"착공","20200721","20200725",,,"주건축물제1동","가설건축물","기타가설건축물",0,0,0,"경량철골구조",,"기타지붕",8.64,8.64,8.64,0,1,2.6,"0","0",,"용당세관","6178300460","한스건축사사무소","1910800054","(주)삼우공간건축사사무소","2148145056"
"26290-100062586","부산광역시","남구","문현동","대지","0125","0011","신축허가","2020-건축과-신축허가-45","20200707","부산시남구","신축","부산광역시 남구 고동골로72번길 13 (문현동)","대",270,159.5,59.07,506.625,506.625,187.64,"문현동 125-11 공동주택 (김은주)","공동주택",1,0,4,4,0,0,0,4,0,"착공","20200716","20200716",,,"주건축물제1동","공동주택","다세대주택",8,0,0,"철근콘크리트구조",,"(철근)콘크리트",159.5,506.625,506.625,0,5,15.5,"1","0",,"(주)이카종합건설","7678801167","건축사사무소 원탑","6210527704","정인건축사사무소",
"26290-100062606","부산광역시","남구","대연동","대지","0056","0024","증축신고","2020-건축과-증축신고-15","20200708","부산시남구","증축","부산광역시 남구 용소로7번길 10 (대연동)","대",212.036,142.895,67.39,421.605,368.335,173.71,"1","제2종근린생활시설",1,0,,,,,,,,"착공","20200710","20200709",,,"1","제1종근린생활시설","소매점",0,0,1,"기타강구조","내화판넬","기타지붕",17.055,17.055,17.055,1,3,9,"0","0",,,,"조은집 건축사사무소","6170748271",,
"26320-100040277","부산광역시","북구","구포동","대지","0582","0000","신축허가","2018-건축과-신축허가-19","20180416","부산시북구","신축",,"대",485,372.7689,76.86,4312.55,4057.64,836.63,"구포동 582 공동주택 (이일종)","공동주택",1,0,3,0,0,66,0,3,0,"착공","20200629","20200626",,,"주건축물제1동","공동주택","아파트",55,12,0,"철근콘크리트구조",,"(철근)콘크리트",372.7689,4312.55,4057.64,1,20,66.9,"0","1",,"(주)익수종합건설","6218143178","건축사사무소 예은","6210636189","(주)엠제이건축사사무소","6078189289"
"26320-100045977","부산광역시","북구","덕천동","대지","0317","0017","신축허가","2019-건축과-신축허가-37","20191113","부산시북구","신축",,"대",328.4,190.46,58,704.6,704.6,214.56,"덕천동 317-19 제1종근린생활시설 (허성도)","제1종근린생활시설",1,0,0,3,0,0,0,0,0,"착공","20200519","20200602",,,"주건축물제1동","창고시설","일반창고",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",190.46,704.6,704.6,0,5,17.5,"1","0",,"성무종합건설(주)","6078172191","한주 종합건축사사무소","6173313112","세인건축사사무소","6210872307"
"26320-100046497","부산광역시","북구","구포동","대지","0761","0008","신축허가","2020-건축과-신축허가-2","20200106","부산시북구","신축",,"대",129.98,69.38,53.38,188.34,188.34,144.9,"구포동 761-8 공공임대주택","단독주택",1,0,0,2,0,0,0,0,0,"착공","20200603","20200603",,,"주건축물제1동","단독주택","다가구주택",0,0,5,"철근콘크리트구조",,"(철근)콘크리트",69.38,188.34,188.34,0,3,9,"0","0",,"정품종합건설(주)","6058146173","도홍 건축사사무소","6210532828","아미종합건축사사무소","6070670838"
"26320-100047577","부산광역시","북구","구포동","대지","0562","0000","신축허가","2020-건축과-신축허가-9","20200429","부산시북구","신축",,"대",281,214.91,76.48,2701.1319,2536.785,902.77,,"업무시설",1,0,1,0,0,32,0,1,0,"착공","20200701","20200702",,,"주건축물제1동","업무시설","오피스텔",0,67,0,"철근콘크리트구조",,"(철근)콘크리트",214.91,2701.1319,2536.785,1,15,46.8,"0","1",,"진송종합건설","2948800563","에스알종합건축사사무소","6060383611","김정화건축사사무소","2602900675"
"26320-100047618","부산광역시","북구","만덕동","대지","0073","0017","증축허가","2020-건축과-증축허가-3","20200504","부산시북구","증축","부산광역시 북구 만덕고개길 70 (만덕동)","대",2168,392.45,18.1,1734.37,1734.37,79.99,"브라운도트호텔(만덕점)","숙박시설",2,0,4,22,0,0,0,4,0,"착공","20200512","20200602",,,"A동","숙박시설","관광호텔",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",0,141.23,141.23,0,7,27.4,"1","0",,"미리벌종합건설(주)","6068191332","수성건축사사무소","6211163676","정토건축사사무소","4572300317"
"26320-100047618","부산광역시","북구","만덕동","대지","0073","0017","증축허가","2020-건축과-증축허가-3","20200504","부산시북구","증축","부산광역시 북구 만덕고개길 70 (만덕동)","대",2168,392.45,18.1,1734.37,1734.37,79.99,"브라운도트호텔(만덕점)","숙박시설",2,0,4,22,0,0,0,4,0,"착공","20200512","20200602",,,"B동","숙박시설","관광호텔",0,0,0,"일반철골구조",,"(철근)콘크리트",153.81,225.94,225.94,0,2,6.5,"0","0",,"미리벌종합건설(주)","6068191332","수성건축사사무소","6211163676","정토건축사사무소","4572300317"
"26320-100047777","부산광역시","북구","금곡동","대지","0054","0004","공용건축물","2020-건축과-공용건축물-9","20200522","부산시북구","가설건축물축조허가",,"수도용지",814.4,449.18,55.15,681.98,681.98,83.74,,"제1종근린생활시설",1,0,,,,,,,,"착공","20200701","20200629",,,"주건축물제1동","제1종근린생활시설","소방서",0,0,0,"일반철골구조",,"기타지붕",449.18,681.98,681.98,0,2,7.3,"0","0",,"(주)일성엔지니어링","6078151798","집터건축사사무소","6061689556","집터건축사사무소","6061689556"
"26320-100047977","부산광역시","북구","구포동","대지","0785","0016","증축신고","2020-건축과-증축신고-6","20200619","부산시북구","증축","부산광역시 북구 시랑로62번길 41-5 (구포동)","대",623,314.11,50.41,397.37,397.37,63.78,,"노유자시설",1,0,,,,,,,,"착공","20200626","20200625",,,,"노유자시설","기타아동관련시설",0,0,0,"벽돌구조","벽돌","(철근)콘크리트",314.114,397.37,397.37,0,2,0,"0","0",,,,"조은설계 건축사사무소","6070998477","조은설계 건축사사무소","6070998477"
"26320-100048057","부산광역시","북구","금곡동","대지","1899","0000","협의건축물","2020-건축과-협의건축물-2","20200624","부산시북구","증축","부산광역시 북구 금곡대로 359 (금곡동)","대",688,341.03,49.57,1428.44,1180.56,171.59,"화명꿈유치원","교육연구시설",1,0,0,7,0,0,0,0,0,"착공","20200723","20200727",,,,"교육연구시설","유치원",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",0,34.24,34.24,1,4,14.6,"1","0",,"(주)신태원종합건설","6068162496","비율건축최용문건축사사무소","5671700215","일문 건축사사무소",
"26320-100048197","부산광역시","북구","만덕동","대지","0824","0021","신축신고","2020-건축과-신축신고-1","20200710","부산시북구","신축","부산광역시 북구 만덕1로10번길 14 (만덕동)","대",175,99,56.57,99,99,56.57,"만덕동 824-21 건축물","제1종근린생활시설",1,0,,,,,,,,"착공","20200716","20200717",,,"주건축물제1동","제1종근린생활시설","소매점",0,0,0,"경량철골구조",,"기타지붕",99,99,99,0,1,5.35,"0","0",,,,"세진건축사사무소","6090975112",,
"26320-100048257","부산광역시","북구","금곡동","대지","1874","0001","증축신고","2020-건축과-증축신고-7","20200721","부산시북구","증축","부산광역시 북구 금곡대로 479 (금곡동)","체육용지",7423.3,3636.8,48.99,3607.58,3607.58,48.6,"금곡동 1874-1 운동시설 (주식회사금곡골프프라자)","운동시설",2,3,0,90,0,0,0,0,0,"착공","20200728","20200728",,,"3동","제1종근린생활시설","휴게음식점",0,0,0,"경량철골구조",,"기타지붕",7.5,7.5,7.5,0,1,2.5,"0","0",,,"6068176272","로얄종합건축사사무소","6211417213",,
"26320-100048257","부산광역시","북구","금곡동","대지","1874","0001","증축신고","2020-건축과-증축신고-7","20200721","부산시북구","증축","부산광역시 북구 금곡대로 479 (금곡동)","체육용지",7423.3,3636.8,48.99,3607.58,3607.58,48.6,"금곡동 1874-1 운동시설 (주식회사금곡골프프라자)","운동시설",2,3,0,90,0,0,0,0,0,"착공","20200728","20200728",,,"5동","제1종근린생활시설","휴게음식점",0,0,0,"경량철골구조",,"기타지붕",27.53,27.53,27.53,0,1,3.2,"0","0",,,"6068176272","로얄종합건축사사무소","6211417213",,
"26320-100048257","부산광역시","북구","금곡동","대지","1874","0001","증축신고","2020-건축과-증축신고-7","20200721","부산시북구","증축","부산광역시 북구 금곡대로 479 (금곡동)","체육용지",7423.3,3636.8,48.99,3607.58,3607.58,48.6,"금곡동 1874-1 운동시설 (주식회사금곡골프프라자)","운동시설",2,3,0,90,0,0,0,0,0,"착공","20200728","20200728",,,"4동","제1종근린생활시설","휴게음식점",0,0,0,"경량철골구조",,"기타지붕",4.8,4.8,4.8,0,1,2.8,"0","0",,,"6068176272","로얄종합건축사사무소","6211417213",,
"26350-100061445","부산광역시","해운대구","중동","대지","0662","0008","신축허가","2018-건축과-신축허가-34","20180612","부산시해운대구","신축",,"임야",4527.3,265.29,5.86,384.48,384.48,8.49,"중동 662-8 단독주택 (신숙희)","단독주택",3,0,0,4,0,0,0,0,0,"착공","20200612","20200707",,,"A동","단독주택","단독주택",0,1,0,"철근콘크리트구조",,"(철근)콘크리트",88.43,128.16,128.16,0,2,8.8,"0","0",,,,"건축사사무소 일원","6170758987","우목엔지니어링건축사사무소",
"26350-100061445","부산광역시","해운대구","중동","대지","0662","0008","신축허가","2018-건축과-신축허가-34","20180612","부산시해운대구","신축",,"임야",4527.3,265.29,5.86,384.48,384.48,8.49,"중동 662-8 단독주택 (신숙희)","단독주택",3,0,0,4,0,0,0,0,0,"착공","20200612","20200707",,,"B동","단독주택","단독주택",0,1,0,"철근콘크리트구조",,"(철근)콘크리트",88.43,128.16,128.16,0,2,8.8,"0","0",,,,"건축사사무소 일원","6170758987","우목엔지니어링건축사사무소",
"26350-100061445","부산광역시","해운대구","중동","대지","0662","0008","신축허가","2018-건축과-신축허가-34","20180612","부산시해운대구","신축",,"임야",4527.3,265.29,5.86,384.48,384.48,8.49,"중동 662-8 단독주택 (신숙희)","단독주택",3,0,0,4,0,0,0,0,0,"착공","20200612","20200707",,,"C동","단독주택","단독주택",0,1,0,"철근콘크리트구조",,"(철근)콘크리트",88.43,128.16,128.16,0,2,8.8,"0","0",,,,"건축사사무소 일원","6170758987","우목엔지니어링건축사사무소",
"26350-100066210","부산광역시","해운대구","우동","대지","0645","0006","신축허가","2019-건축과-신축허가-12","20190315","부산시해운대구","신축","부산광역시 해운대구 해운대해변로209번나길 61 (우동)","대",2631.1,1704.93,64.8,42856.18,31556.75,1199.37,"VILLIVE PARAGRAF 해운대","숙박시설",1,0,204,0,0,117,0,204,0,"착공","20200616","20200617",,,"주건축물제1동","숙박시설","생활숙박시설",0,284,0,"철근콘크리트구조",,"(철근)콘크리트",1704.93,42856.18,31556.75,5,38,143.05,"7","2",,"윤명규","2018144158","(주)종합건축사사무소디에스그룹","3128177338","주식회사아이에스종합건축사사무소","6078189241"
"26350-100071710","부산광역시","해운대구","중동","대지","0941","0004","신축허가","2020-건축과-신축허가-2","20200115","부산시해운대구","신축","부산광역시 해운대구 달맞이길62번길 2 (중동)","전",131,45.415,34.6679,133.905,133.905,102.2176,"중동 941-4 제2종근린생활시설 (한희정)","제2종근린생활시설",0,0,,,,,,,,"착공","20200716","20200717",,,"주건축물제1동","제2종근린생활시설","부동산중개사무소",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",45.415,133.905,133.905,0,3,13.8,"0","0",,"휘림건설(주)","6218141049","건축사사무소 일지","6040233383","건축사사무소 일지","6040233383"
"26350-100072690","부산광역시","해운대구","송정동","대지","0444","0007","신축허가","2020-건축과-신축허가-10","20200313","부산시해운대구","신축",,"대",2029,904.67,44.587,6494.31,3244.71,159.9167,"송정동 444-7 숙박시설 (김미숙)","숙박시설",1,0,30,28,0,0,0,30,0,"착공","20200610","20200610",,,"주건축물제1동","숙박시설","관광호텔",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",904.67,6494.31,3244.71,2,9,32.6,"3","0",,"(주)디아이건설","5878800150","주식회사 네오종합건축사사무소","8328701159","주식회사 네오종합건축사사무소","8328701159"
"26350-100073071","부산광역시","해운대구","좌동","대지","0418","0000","신축허가","2020-건축과-신축허가-14","20200402","부산시해운대구","신축","부산광역시 해운대구 좌동로 117 (좌동)","대",385,202.05,52.48,619.23,619.23,160.84,"좌동 418 제1종근린생활시설 (하재곤)","제1종근린생활시설",1,0,0,5,0,0,0,0,0,"착공","20200611","20200609",,,"주건축물제1동","제1종근린생활시설","소매점",0,0,2,"철근콘크리트구조",,"(철근)콘크리트",202.05,619.23,619.23,0,4,14.4,"1","0",,"지산건설(주)","6098168392","건축사사무소고을","6220277394","아름 건축사사무소","6070659342"
