"인허가번호","시도","시군구","법정동","대지구분","번","지","허가구분","허가번호","허가일","관리기관","건축구분","대지위치","지목","대지면적___","건축면적___","건폐율___","연면적___","용적률산전용면적___","용적률___","건축물명칭","주용도","주건축물수","부속건축물수","주차장_자주식_옥내_대_","주차장_자주식_옥외_대_","주차장_자주식_인근_대_","주차장_기계식_옥내_대_","주차장_기계식_옥외_대_","주차장_기계식_인근_대_","주차장_면제_대_","착공구분","착공예정일","착공처리일","사용승인구분","사용승인일","동명칭","주용도_동_","대표용도_동_","세대수_동_","호수_동_","가구수_동_","주구조_동_","기타구조_동_","지붕구조_동_","건축면적_동____","연면적_동____","용적률산정용면적_동____","지하층수_동_","지상층수_동_","높이_m_","승용승강기수_동_","비상용승강기수_동_","건축주상호명","시공자_상호명","시공자_등록번호","설계자_사무소명","설계자_등록번호","감리자_사무소명","감리자_등록번호"
"26230-100085452","부산광역시","부산진구","전포동","대지","0355","0004","신축허가","2020-건축과-신축허가-4","20200121","부산시부산진구","신축","부산광역시 부산진구 서전로68번길 108 (전포동)","대",141.7,65.94,46.53,133.29,133.29,94.06,"전포동 OO빌딩","제2종근린생활시설",1,0,,,,,,,,"착공","20200713","20200727",,,"1동","제1종근린생활시설","휴게음식점",0,5,0,"철근콘크리트구조",,"(철근)콘크리트",65.94,133.29,133.29,0,3,11.55,"0","0",,"진공종합건설(주)","6058131312","조아 종합건축사사무소","3212400238","소마 건축사사무소",
"26230-100085874","부산광역시","부산진구","개금동","대지","0428","0008","공용건축물","2020-건축과-공용건축물-2","20200219","부산시부산진구","신축","부산광역시 부산진구 개금본동로 88 (개금동)","대",517,309.09,59.7853,1611.51,1322.53,255.8085,"행복문화센터(개금3동 주민센터)","제1종근린생활시설",1,0,6,1,0,0,0,6,0,"착공","20200629","20200709",,,"주건축물제1동","제1종근린생활시설","지역자치센터",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",309.09,1611.51,1322.53,1,5,23,"1","0",,"(주)삼보건영","8468100685","주식회사 이주 건축사사무소","4298100189","주식회사 이주 건축사사무소","4298100189"
"26230-100086052","부산광역시","부산진구","부전동","대지","0226","0001","신축허가","2020-건축과-신축허가-12","20200227","부산시부산진구","신축","부산광역시 부산진구 중앙대로680번길 22 (부전동)","대",1163.6,928.98,79.84,15086.76,13384.56,1150.27,"부전동 226-1업무시설","업무시설",1,0,13,0,0,152,0,13,0,"착공","20200518","20200615",,,"주건축물제1동","업무시설","오피스텔",0,309,0,"철근콘크리트구조",,"(철근)콘크리트",928.98,15086.76,13384.56,2,18,57.25,"1","4",,"(주)신화종합건설","6058121809","도경건축사사무소","2771101129","(주)아키센엔지니어링 건축사사무소","6038129601"
"26230-100086373","부산광역시","부산진구","부전동","대지","0227","0002","증축허가","2020-건축과-증축허가-3","20200312","부산시부산진구","증축","부산광역시 부산진구 중앙대로 672 (부전동)","대",3927.2,3119.79,79.44,58063.14,38333.29,976.1,"삼정타워","문화및집회시설",1,0,365,0,0,0,0,365,0,"착공","20200608","20200615",,,,"문화및집회시설","기타관람장",0,0,0,"철골철근콘크리트구조",,"(철근)콘크리트",0,988.97,988.97,6,16,83.75,"5","1",,"진우종합건설(주)","6048142330","가원엔지니어링건축사사무소","6071084829","건축사사무소 엠오씨","7397700148"
"26230-100086812","부산광역시","부산진구","전포동","대지","0337","0003","대수선허가","2020-건축과-대수선허가-4","20200331","부산시부산진구","대수선","부산광역시 부산진구 동성로 47 (전포동)","대",277,164.84,59.51,972.17,790.76,285.47,"1","제1종근린생활시설",1,0,1,4,0,0,0,1,0,"착공","20200527","20200601",,,"1","제1종근린생활시설","휴게음식점",0,0,0,"철근콘크리트구조","철근콘크리트조","(철근)콘크리트",164.84,972.17,790.76,1,5,18.75,"0","0",,"진성건축","8136200307","조은집 건축사사무소","6170748271","조은집 건축사사무소","6170748271"
"26230-100086832","부산광역시","부산진구","당감동","대지","0666","0009","신축허가","2020-건축과-신축허가-23","20200401","부산시부산진구","신축","부산광역시 부산진구 백양순환로17번길 26 (당감동)","대",366,193.81,52.95,656.3495,656.3495,179.33,"당감동 666-9 공동주택 (권효윤)","공동주택",1,0,0,8,0,0,0,0,0,"착공","20200715","20200709",,,"주건축물제1동","공동주택","다세대주택",8,0,0,"철근콘크리트구조",,"(철근)콘크리트",193.81,656.3495,656.3495,0,5,14.5,"1","0",,"태경건설(주)","5038169787","주안건축사사무소","6031280301","라온누리건축사사무소","6043209838"
"26230-100087133","부산광역시","부산진구","부전동","대지","0523","0006","공용건축물","2020-건축과-공용건축물-3","20200417","부산시부산진구","대수선","부산광역시 부산진구 부전로20번길 13 (부전동)","대",165.3,130.4,78.89,605.15,481.23,291.13,"업무시설 (부산진구청)","업무시설",1,0,,,,,,,,"착공","20200608","20200603",,,,"제1종근린생활시설","동사무소",0,0,0,"철근콘크리트구조","철근콘크리트조","(철근)콘크리트",130.4,605.15,481.23,1,4,0,"0","0",,"진흥종합건설(주)","6108105247","제하건축사사무소","8141200095",,
"26230-100087173","부산광역시","부산진구","부전동","대지","0476","0024","신축허가","2020-건축과-신축허가-29","20200423","부산시부산진구","신축","부산광역시 부산진구 신천대로88번길 9 (부전동)","대",387,229.28,59.25,3018.98,2811.52,726.49,"부전동 476-24 업무시설 (덕명종합건설(주))","업무시설",1,0,2,0,0,32,0,2,0,"착공","20200619","20200625",,,"주건축물제1동","업무시설","오피스텔",0,63,0,"철근콘크리트구조",,"(철근)콘크리트",229.28,3018.98,2811.52,1,15,49.78,"0","1",,"덕명종합건설(주)","6078602481","(주)다원 건축사사무소","6178193188","(주)다원 건축사사무소","6178193188"
"26230-100087412","부산광역시","부산진구","초읍동","대지","0529","0090","신축허가","2020-건축과-신축허가-31","20200507","부산시부산진구","신축","부산광역시 부산진구 성지로74번길 105-7 (초읍동)","대",278,160.4,57.7,160.4,160.4,57.7,"초읍동 529-90 제1종근린생활시설 (이찬명)","제1종근린생활시설",1,0,0,1,0,0,0,0,0,"착공","20200511","20200601",,,"주건축물제1동","제1종근린생활시설","소매점",0,0,0,"일반철골구조",,"기타지붕",160.4,160.4,160.4,0,1,8.5,"0","0",,,,"신우건축사사무소",,"지엔비건축사사무소","1962500264"
"26230-100087553","부산광역시","부산진구","당감동","대지","0966","0000","증축신고","2020-건축과-증축신고-10","20200519","부산시부산진구","증축","부산광역시 부산진구 가야대로 721 (당감동)","대",3595,2582.67,71.84,40494.55,30033.33,835.41,"온종합병원","의료시설",2,1,156,1,0,0,124,156,0,"착공","20200723","20200722",,,"본관증축","의료시설","기타의료시설",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",0,49.8,0,0,16,66.5,"2","0",,,"6058211399","신생 건축사사무소","6050939341",,
"26230-100087594","부산광역시","부산진구","양정동","대지","0394","0007","신축허가","2020-건축과-신축허가-33","20200520","부산시부산진구","신축",,"대",156.3,119.58,76.51,459.02,430.45,275.4,"양정동 394-7 교육연구시설 (하창훈)","교육연구시설",1,0,2,0,0,0,0,2,0,"착공","20200710","20200713",,,"주건축물제1동","교육연구시설","기타교육원",0,0,0,"철근콘크리트구조",,"(철근)콘크리트",119.58,459.02,459.02,0,4,17.92,"0","0",,"(주)하운종합건설","6218138675","건축사사무소 대호",,"건축사사무소 문","7841400497"
"26230-100087653","부산광역시","부산진구","초읍동","대지","0215","0029","대수선허가","2020-건축과-대수선허가-5","20200526","부산시부산진구","대수선","부산광역시 부산진구 성지로 80-1 (초읍동)","대",229.7,136.06,59.2338,810.36,674.54,293.6613,"초읍동 배치과 빌딩","제2종근린생활시설",1,0,,,,,,,,"착공","20200602","20200601","사용승인","20200630",,"제1종근린생활시설","한의원",0,0,1,"철근콘크리트구조","철근콘크리트조, 벽돌조","(철근)콘크리트",136.06,810.36,674.54,1,5,18.7,"0","0",,,,"(주)대도건축사사무소","6058177491","(주)대도건축사사무소","6058177491"
"26230-100087672","부산광역시","부산진구","개금동","대지","0184","0029","대수선신고","2020-건축과-대수선신고-2","20200528","부산시부산진구","대수선","부산광역시 부산진구 가야대로492번길 16 (개금동)","대",50,40.31,80.62,40.31,40.31,80.62,"개금동 고혜은씨 건물","제2종근린생활시설",1,0,,,,,,,,"착공","20200605","20200606","사용승인","20200612",,"제2종근린생활시설","일반음식점",0,0,0,"블록구조","보록조","(철근)콘크리트",40.31,40.31,40.31,0,1,4.4,"0","0",,,,"가원건축사사무소","6522800479",,
"26230-100087772","부산광역시","부산진구","초읍동","대지","0522","0000","신축허가","2020-건축과-신축허가-36","20200603","부산시부산진구","신축","부산광역시 부산진구 성지로74번나길 44 (초읍동)","대",669,327.86,49.01,1248.91,1248.91,186.68,"성지빌","공동주택",2,0,0,14,0,0,0,0,0,"착공","20200610","20200617",,,"101동","공동주택","다세대주택",12,0,0,"철근콘크리트구조",,"(철근)콘크리트",169.46,659.79,659.79,0,5,15,"1","0",,"(주)태건종합건설","6078150106","(주)건축사사무소 상상인","2898701281","예도건축사사무소","6072043021"
"26230-100087772","부산광역시","부산진구","초읍동","대지","0522","0000","신축허가","2020-건축과-신축허가-36","20200603","부산시부산진구","신축","부산광역시 부산진구 성지로74번나길 44 (초읍동)","대",669,327.86,49.01,1248.91,1248.91,186.68,"성지빌","공동주택",2,0,0,14,0,0,0,0,0,"착공","20200610","20200617",,,"102동","공동주택","다세대주택",11,0,0,"철근콘크리트구조",,"(철근)콘크리트",158.4,589.12,589.12,0,5,15,"1","0",,"(주)태건종합건설","6078150106","(주)건축사사무소 상상인","2898701281","예도건축사사무소","6072043021"
"26230-100087893","부산광역시","부산진구","초읍동","대지","0292","0004","대수선허가","2020-건축과-대수선허가-6","20200609","부산시부산진구","대수선","부산광역시 부산진구 새싹로 285-1 (초읍동)","대",487,375.75,77.16,2624.23,2264.11,464.91,"초읍동 292-4 제2종근린생활시설","제2종근린생활시설",1,0,1,0,0,20,0,1,0,"착공","20200620","20200626",,,,"제1종근린생활시설","체육도장",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",0,0,0,1,7,25.05,"1","0",,"(주)금광종합건설","6078158957","(주)신흥종합건축사사무소","6058154479","(주)신흥 종합건축사사무소","6058154479"
"26230-100087932","부산광역시","부산진구","양정동","대지","0365","0005","신축허가","2020-건축과-신축허가-37","20200610","부산시부산진구","신축","부산광역시 부산진구 양지로 24-14 (양정동)","대",289.3,138.69,47.94,500.13,332.35,114.88,"양정동 365-5 제2종근린생활시설","제2종근린생활시설",1,0,2,2,0,0,0,2,0,"착공","20200722","20200722",,,"주건축물제1동","제2종근린생활시설","사무소",0,0,1,"철근콘크리트구조",,"(철근)콘크리트",138.69,500.13,332.35,1,3,10.5,"1","0",,"마루종합건설(주)","6178152737","(주)종합건축사사무소 동언","6058158970","부산안전진단 건축사사무소","6960500960"
"26230-100087972","부산광역시","부산진구","당감동","대지","0305","0011","신축허가","2020-건축과-신축허가-38","20200612","부산시부산진구","신축","부산광역시 부산진구 당감로50번길 9-3 (당감동)","대",115,68.87,59.89,216.94,216.94,188.64,,"단독주택",0,0,0,2,0,0,0,0,0,"착공","20200630","20200630",,,"주건축물제1동","단독주택","단독주택",0,0,1,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",68.87,216.94,216.94,0,4,12.715,"0","0",,"강한종합건설(주)","7688800778","건축사사무소화영","6220282295","A&T한상준건축사사무소","6071025500"
"26230-100087992","부산광역시","부산진구","전포동","대지","0689","0007","대수선허가","2020-건축과-대수선허가-7","20200615","부산시부산진구","대수선","부산광역시 부산진구 전포대로 199 (전포동)","대",378.7,292.89,77.3409,3511.75,3115.82,822.7674,"YB스퀘어","제1종근린생활시설",1,0,1,0,0,26,0,1,0,"착공","20200626","20200701","사용승인","20200716",,"제2종근린생활시설","휴게음식점",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",292.89,3511.75,3115.82,2,12,46.05,"1","0",,"다빈건축인테리어","4082474056","(주)다움건축종합건축사사무소","6178178004","(주)다움건축 종합건축사사무소","6178178004"
"26230-100088032","부산광역시","부산진구","범천동","대지","0845","0094","증축신고","2020-건축과-증축신고-11","20200618","부산시부산진구","증축","부산광역시 부산진구 골드테마길 36 (범천동)","대",145.5,113.78,78.2,179.91,179.91,123.65,"범천동 845-94 제2종근린생활시설 (곽청일)","제2종근린생활시설",1,0,,,,,,,,"착공","20200620","20200619","사용승인","20200723",,"제1종근린생활시설","소매점",0,0,0,"철근콘크리트구조","철근콘크리트구조","(철근)콘크리트",0,66.47,66.47,0,2,7.1,"0","0",,"소도건설(주)","2148623396","엠디에스 건축사사무소","6173745951",,
"26230-100088052","부산광역시","부산진구","연지동","대지","0013","0001","대수선허가","2020-건축과-대수선허가-9","20200619","부산시부산진구","대수선","부산광역시 부산진구 동평로291번길 64 (연지동)","대",90,46.25,51.39,91.46,91.46,101.62,,"단독주택",1,0,,,,,,,,"착공","20200710","20200714","사용승인","20200723",,"제2종근린생활시설","제조업소",0,0,1,"벽돌구조","세멘벽돌조, 보록조","(철근)콘크리트",46.25,91.46,91.46,0,2,7.2,"0","0",,,,"대상 건축사사무소","6070777857","대상 건축사사무소","6070777857"
"26230-100088312","부산광역시","부산진구","범천동","대지","1060","0017","증축허가","2020-건축과-증축허가-7","20200701","부산시부산진구","증축","부산광역시 부산진구 가야대로 722 (범천동)","대",101.52,86.1,84.81,496.19,410.09,403.95,,"제1종근린생활시설",1,0,2,0,0,0,0,2,0,"착공","20200730","20200728",,,,"제2종근린생활시설","사무소",0,0,0,"경량철골구조",,"기타지붕",0,65.69,65.69,1,5,16.6,"0","0",,,,"일문 건축사사무소",,"아키디자인 건축사사무소","6052177274"
